MyUnknownColumn,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
223,female,group C,high school,standard,none,married,sometimes,no,2,school_bus,< 5,73,78,84
990,male,group A,,standard,none,married,never,yes,2,school_bus,5 - 10,75,77,71
153,female,group C,,free/reduced,completed,single,regularly,yes,4,private,> 10,46,53,59
525,male,group C,some high school,free/reduced,completed,married,regularly,yes,3,private,> 10,59,65,65
991,male,,high school,free/reduced,none,,regularly,yes,3,school_bus,5 - 10,40,41,42
78,female,group C,master's degree,free/reduced,none,married,regularly,yes,1,school_bus,5 - 10,52,67,66
456,female,group A,high school,standard,completed,married,,yes,1,private,> 10,79,86,82
771,female,group A,bachelor's degree,standard,none,divorced,never,yes,4,school_bus,5 - 10,54,64,68
178,female,group C,some college,free/reduced,none,married,regularly,,4,private,5 - 10,39,58,55
158,male,group D,some high school,standard,none,divorced,sometimes,yes,1,school_bus,> 10,71,56,61
170,male,group C,some college,standard,completed,single,regularly,no,2,school_bus,5 - 10,79,76,82
356,female,group D,master's degree,free/reduced,none,married,regularly,yes,0,private,> 10,80,85,85
115,female,group D,master's degree,standard,none,married,sometimes,no,2,school_bus,< 5,68,66,76
424,male,,some college,free/reduced,none,married,,no,2,private,5 - 10,41,39,34
969,male,,some high school,standard,none,divorced,regularly,yes,3,school_bus,5 - 10,63,69,65
636,male,group B,high school,free/reduced,none,single,regularly,yes,1,private,< 5,64,60,52
833,male,,some college,standard,none,married,regularly,yes,2,private,< 5,79,76,76
926,male,group E,,free/reduced,none,married,sometimes,yes,0,,,64,56,52
286,male,group A,some college,standard,none,married,sometimes,yes,4,,> 10,49,49,42
921,female,,master's degree,standard,none,single,never,no,1,school_bus,5 - 10,93,97,92
812,female,group B,some high school,free/reduced,none,married,regularly,no,4,school_bus,5 - 10,65,68,69
607,male,group C,some high school,standard,none,divorced,regularly,no,1,school_bus,> 10,71,60,64
456,female,group B,some college,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,57,71,69
832,male,group E,master's degree,free/reduced,none,single,sometimes,yes,0,school_bus,< 5,62,54,58
495,male,group E,bachelor's degree,standard,none,single,regularly,no,1,private,< 5,51,47,42
110,male,group E,bachelor's degree,free/reduced,none,married,regularly,yes,2,,> 10,81,67,67
591,male,group C,some college,standard,completed,single,sometimes,no,2,school_bus,< 5,75,70,73
828,female,group E,some college,free/reduced,completed,married,sometimes,yes,6,school_bus,< 5,70,79,75
420,female,,high school,free/reduced,none,married,sometimes,no,1,private,,31,44,44
817,male,group C,high school,free/reduced,none,divorced,sometimes,yes,2,school_bus,5 - 10,56,61,51
726,male,group A,,free/reduced,completed,divorced,sometimes,no,1,,< 5,54,60,59
503,male,group B,associate's degree,standard,completed,married,regularly,yes,0,private,5 - 10,90,84,88
787,female,,associate's degree,free/reduced,,single,never,no,2,,> 10,67,88,87
972,male,group D,,standard,completed,married,regularly,yes,5,private,5 - 10,65,74,74
928,male,group C,some high school,standard,none,divorced,sometimes,yes,1,private,< 5,63,57,49
555,female,group D,high school,free/reduced,none,single,sometimes,yes,2,private,5 - 10,48,47,46
153,male,group C,some high school,free/reduced,none,divorced,sometimes,yes,3,,5 - 10,53,57,53
640,male,group D,some high school,standard,none,married,sometimes,yes,1,private,5 - 10,74,69,63
240,female,group E,bachelor's degree,standard,none,married,regularly,yes,0,school_bus,,89,94,97
804,female,group E,high school,standard,,single,regularly,yes,2,private,5 - 10,87,80,80
506,male,,bachelor's degree,standard,none,married,regularly,yes,1,private,5 - 10,67,61,56
73,female,,associate's degree,standard,completed,married,sometimes,no,2,school_bus,5 - 10,85,100,100
84,male,group D,high school,free/reduced,none,married,never,,3,private,5 - 10,40,38,33
813,female,group C,associate's degree,standard,none,married,sometimes,no,1,school_bus,5 - 10,74,75,78
931,male,group C,high school,standard,none,,regularly,yes,0,school_bus,< 5,57,57,54
607,male,group A,master's degree,free/reduced,none,married,regularly,yes,3,private,< 5,59,59,56
563,female,group B,master's degree,free/reduced,none,married,sometimes,yes,2,,5 - 10,53,69,66
354,female,group C,master's degree,free/reduced,completed,single,sometimes,yes,2,,5 - 10,50,63,67
876,female,group D,bachelor's degree,standard,none,married,never,yes,3,private,> 10,80,79,84
102,male,group C,some college,free/reduced,none,married,sometimes,no,3,private,< 5,79,85,75
498,male,group E,,standard,completed,single,sometimes,yes,4,private,5 - 10,73,55,64
489,male,group B,some college,free/reduced,none,divorced,sometimes,yes,0,school_bus,> 10,58,55,51
6,male,group D,,free/reduced,none,single,regularly,,5,private,< 5,69,69,67
256,female,group C,associate's degree,free/reduced,none,single,sometimes,no,5,private,< 5,62,71,66
2,male,group B,associate's degree,standard,none,single,never,yes,2,school_bus,< 5,77,70,68
585,female,group D,some college,standard,none,married,regularly,yes,2,,5 - 10,43,52,52
580,female,group C,some high school,standard,none,widowed,,yes,2,private,5 - 10,69,82,75
69,female,group B,master's degree,free/reduced,completed,divorced,never,yes,0,private,> 10,71,80,83
904,male,group D,master's degree,free/reduced,none,married,sometimes,yes,0,school_bus,5 - 10,76,75,76
340,female,group C,high school,standard,completed,married,regularly,no,2,school_bus,5 - 10,86,94,100
625,female,group B,high school,standard,none,married,regularly,yes,0,school_bus,> 10,61,67,63
962,male,group B,bachelor's degree,free/reduced,completed,married,never,yes,3,school_bus,> 10,49,51,50
766,male,group C,some college,standard,none,married,regularly,no,2,,< 5,64,57,53
989,female,group B,some college,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,54,62,64
10,male,group B,some college,standard,completed,married,never,no,1,private,< 5,63,57,53
746,male,group B,some college,standard,none,married,regularly,yes,0,school_bus,5 - 10,58,57,51
431,female,group C,high school,standard,none,single,sometimes,yes,3,school_bus,,61,72,70
113,female,group C,,standard,none,married,regularly,yes,1,,< 5,74,80,80
806,female,group D,some college,free/reduced,none,single,sometimes,yes,2,school_bus,< 5,62,72,73
352,female,group C,some college,standard,completed,married,sometimes,no,1,school_bus,< 5,61,76,78
272,female,group B,associate's degree,standard,none,married,regularly,yes,2,school_bus,> 10,84,93,89
444,male,group E,some college,free/reduced,completed,married,never,yes,3,private,5 - 10,67,65,65
680,male,,some high school,standard,none,married,regularly,yes,1,private,< 5,83,72,72
138,male,group D,bachelor's degree,standard,none,single,sometimes,no,3,school_bus,< 5,69,62,62
390,male,group A,some college,free/reduced,none,,sometimes,no,4,school_bus,5 - 10,40,38,39
933,male,group C,some high school,free/reduced,none,single,regularly,yes,1,school_bus,< 5,46,47,49
307,male,group D,some college,standard,completed,single,regularly,yes,1,school_bus,< 5,74,67,69
842,female,group E,some college,standard,completed,divorced,never,no,3,school_bus,< 5,72,66,75
405,female,group D,master's degree,standard,completed,married,regularly,yes,3,private,< 5,88,98,100
333,female,group D,some college,free/reduced,none,,sometimes,yes,2,private,< 5,52,73,70
216,male,group E,associate's degree,standard,none,single,sometimes,,4,private,5 - 10,85,73,70
626,male,group D,bachelor's degree,free/reduced,completed,single,regularly,no,1,,5 - 10,76,75,77
135,male,group B,some college,free/reduced,completed,,regularly,yes,0,private,< 5,59,66,63
492,male,group E,associate's degree,standard,none,married,sometimes,no,2,private,5 - 10,88,83,79
104,male,group B,bachelor's degree,standard,none,widowed,sometimes,yes,0,,< 5,94,86,88
382,female,,some college,free/reduced,none,divorced,sometimes,yes,0,school_bus,5 - 10,54,64,63
616,female,group C,some high school,standard,completed,married,regularly,yes,6,school_bus,5 - 10,52,50,55
475,male,group D,associate's degree,standard,none,divorced,sometimes,no,2,school_bus,5 - 10,76,60,63
871,female,group E,high school,standard,none,married,regularly,no,1,private,< 5,85,93,89
706,female,group B,some college,standard,none,married,never,yes,2,school_bus,5 - 10,82,91,88
471,female,group E,bachelor's degree,standard,none,married,never,yes,2,,> 10,79,87,82
845,female,group E,associate's degree,free/reduced,none,married,sometimes,no,2,school_bus,< 5,85,96,93
476,male,group D,associate's degree,standard,none,married,regularly,no,1,school_bus,< 5,99,86,86
220,male,group C,some high school,standard,none,single,sometimes,yes,2,private,< 5,55,58,45
209,male,group D,associate's degree,standard,none,married,sometimes,yes,0,private,< 5,90,84,80
835,female,group C,some college,standard,none,married,sometimes,no,1,private,< 5,76,77,83
167,male,group D,master's degree,standard,none,married,sometimes,no,1,private,< 5,70,59,63
800,male,group C,some high school,standard,completed,,,no,2,,5 - 10,67,73,68
122,male,group D,high school,free/reduced,none,married,regularly,yes,3,school_bus,5 - 10,63,65,61
3,female,group B,some college,standard,completed,divorced,regularly,no,2,private,< 5,62,78,77
478,female,group C,,standard,completed,married,regularly,,2,school_bus,< 5,83,99,99
127,male,group C,master's degree,free/reduced,none,married,regularly,,1,school_bus,5 - 10,69,61,58
855,female,group D,bachelor's degree,standard,completed,divorced,sometimes,yes,2,private,5 - 10,78,92,93
255,female,group B,,standard,none,married,never,no,2,school_bus,5 - 10,49,71,66
940,female,,some college,standard,none,married,sometimes,no,4,,> 10,82,82,83
416,male,group B,some high school,standard,none,married,never,yes,4,school_bus,> 10,61,60,55
837,female,group D,associate's degree,standard,completed,married,sometimes,yes,3,private,< 5,64,84,86
485,female,group C,some college,free/reduced,none,,sometimes,yes,4,school_bus,5 - 10,69,92,84
95,male,group B,some college,standard,none,single,never,yes,3,private,5 - 10,75,77,74
689,male,group E,some college,free/reduced,none,married,sometimes,yes,3,private,5 - 10,93,90,83
128,female,group C,high school,free/reduced,none,single,regularly,yes,1,private,< 5,39,53,59
860,female,group C,associate's degree,standard,none,married,never,no,4,private,< 5,83,89,86
134,male,group C,associate's degree,free/reduced,,married,sometimes,yes,3,school_bus,< 5,78,78,75
79,female,group C,high school,free/reduced,completed,single,sometimes,no,1,private,> 10,57,76,74
40,male,group C,high school,standard,none,married,sometimes,yes,1,school_bus,5 - 10,54,50,41
771,female,,bachelor's degree,standard,none,divorced,sometimes,yes,1,,5 - 10,90,87,90
702,male,group C,some college,free/reduced,completed,married,sometimes,yes,2,school_bus,< 5,53,61,50
15,female,group A,some high school,standard,none,married,sometimes,yes,1,private,5 - 10,66,75,72
959,male,group B,high school,standard,none,married,sometimes,no,2,school_bus,5 - 10,66,71,63
194,female,group A,some high school,standard,completed,married,regularly,yes,4,private,5 - 10,60,66,71
126,male,group E,some college,free/reduced,none,single,sometimes,no,2,private,< 5,59,56,49
0,female,group D,some high school,free/reduced,completed,divorced,regularly,no,1,school_bus,< 5,58,86,82
471,male,group B,high school,standard,none,single,regularly,yes,4,school_bus,5 - 10,71,53,53
735,female,group D,bachelor's degree,standard,,married,sometimes,no,1,school_bus,< 5,75,88,88
67,male,group C,some high school,free/reduced,none,widowed,sometimes,no,4,school_bus,> 10,63,66,58
828,male,group B,master's degree,standard,completed,married,never,yes,0,school_bus,5 - 10,74,84,79
312,female,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,68,76,78
1,male,group B,some high school,free/reduced,none,single,regularly,no,1,school_bus,< 5,46,53,46
638,male,group B,associate's degree,free/reduced,,married,sometimes,yes,1,,< 5,67,59,54
811,male,group D,some high school,free/reduced,,single,never,no,2,school_bus,5 - 10,59,64,65
304,male,group C,some college,standard,completed,married,sometimes,no,3,private,> 10,89,88,83
845,male,group C,high school,standard,none,married,,no,3,private,> 10,96,84,79
738,female,group C,some high school,standard,none,single,sometimes,no,2,,5 - 10,41,50,45
684,female,group A,associate's degree,free/reduced,none,,sometimes,no,3,private,> 10,58,62,68
51,male,group C,high school,free/reduced,completed,single,regularly,no,1,private,,80,77,79
867,male,group D,high school,standard,none,married,regularly,no,1,private,< 5,68,63,62
127,female,group C,some high school,standard,none,single,regularly,yes,3,school_bus,> 10,64,75,71
885,female,group C,bachelor's degree,standard,none,single,regularly,yes,2,school_bus,> 10,55,63,65
270,male,group D,some college,standard,none,married,sometimes,yes,4,school_bus,5 - 10,90,85,81
86,male,,,standard,completed,single,sometimes,yes,2,,> 10,100,91,91
41,male,group C,high school,standard,none,divorced,regularly,no,2,private,< 5,77,69,71
105,female,,some college,standard,completed,divorced,regularly,yes,1,private,> 10,88,99,100
968,male,group B,master's degree,standard,none,married,sometimes,yes,5,private,> 10,86,83,88
135,female,group C,some college,standard,none,married,regularly,yes,1,school_bus,5 - 10,56,74,70
785,female,group D,high school,standard,completed,,sometimes,,1,private,5 - 10,67,68,77
206,female,group C,bachelor's degree,standard,none,married,sometimes,no,1,private,5 - 10,65,67,69
309,male,group A,some high school,standard,completed,single,regularly,yes,1,private,< 5,58,57,65
394,male,group B,high school,standard,completed,married,sometimes,no,2,school_bus,5 - 10,56,55,55
251,male,group E,,standard,none,married,regularly,yes,3,school_bus,> 10,72,66,66
67,female,group E,associate's degree,standard,none,married,never,yes,1,private,5 - 10,72,80,77
172,female,,some high school,standard,none,married,sometimes,yes,0,private,> 10,64,68,67
984,female,group B,some high school,free/reduced,completed,single,sometimes,no,3,school_bus,< 5,32,59,56
501,male,,high school,standard,none,single,sometimes,no,3,private,> 10,58,47,45
672,male,group A,high school,standard,none,widowed,never,no,4,private,< 5,61,67,61
65,male,group B,some high school,standard,none,married,never,yes,1,private,< 5,63,62,58
637,female,group D,some college,free/reduced,none,married,never,no,4,school_bus,< 5,47,62,63
169,male,group D,,standard,,married,regularly,no,1,school_bus,< 5,66,60,59
